Voltage(V)	Current(A)	PD Current(A)	J (mA/cm2)	L (cd/m2)	Cur Eff (cd/A)	Power Eff (lm/W)	EQE(%)	CIE X	CIE Y	Wav (nm)	Intensity (au)
										6.119E+2	4.616E-4
										6.123E+2	4.694E-4
										6.126E+2	4.428E-4
										6.129E+2	4.623E-4
										6.133E+2	4.498E-4
										6.136E+2	4.354E-4
										6.140E+2	4.521E-4
										6.143E+2	4.521E-4
										6.146E+2	4.394E-4
										6.150E+2	4.229E-4
										6.153E+2	4.178E-4
										6.156E+2	4.049E-4
										6.160E+2	4.147E-4
										6.163E+2	4.096E-4
										6.167E+2	4.069E-4
										6.170E+2	3.961E-4
										6.173E+2	3.952E-4
										6.177E+2	3.959E-4
										6.180E+2	3.749E-4
										6.183E+2	3.658E-4
										6.187E+2	3.787E-4
										6.190E+2	3.553E-4
										6.194E+2	3.538E-4
										6.197E+2	3.601E-4
										6.200E+2	3.576E-4
										6.204E+2	3.616E-4
										6.207E+2	3.438E-4
										6.210E+2	3.455E-4
										6.214E+2	3.550E-4
										6.217E+2	3.390E-4
										6.221E+2	3.170E-4
										6.224E+2	3.311E-4
										6.227E+2	3.197E-4
										6.231E+2	3.299E-4
										6.234E+2	3.166E-4
										6.238E+2	3.039E-4
										6.241E+2	3.134E-4
										6.244E+2	3.117E-4
										6.248E+2	3.028E-4
										6.251E+2	2.905E-4
										6.254E+2	3.130E-4
										6.258E+2	2.804E-4
										6.261E+2	2.988E-4
										6.264E+2	2.690E-4
										6.268E+2	2.870E-4
										6.271E+2	2.688E-4
										6.275E+2	2.741E-4
										6.278E+2	2.647E-4
										6.281E+2	2.660E-4
										6.285E+2	2.628E-4
										6.288E+2	2.656E-4
										6.291E+2	2.567E-4
										6.295E+2	2.423E-4
										6.298E+2	2.449E-4
										6.301E+2	2.506E-4
										6.305E+2	2.425E-4
										6.308E+2	2.337E-4
										6.312E+2	2.210E-4
										6.315E+2	2.277E-4
										6.318E+2	2.269E-4
										6.322E+2	2.303E-4
										6.325E+2	2.144E-4
										6.328E+2	2.144E-4
										6.332E+2	2.195E-4
										6.335E+2	2.146E-4
										6.338E+2	2.068E-4
										6.342E+2	2.210E-4
										6.345E+2	2.009E-4
										6.348E+2	2.019E-4
										6.352E+2	1.996E-4
										6.355E+2	1.878E-4
										6.358E+2	1.918E-4
										6.362E+2	1.829E-4
										6.365E+2	1.901E-4
										6.369E+2	1.810E-4
										6.372E+2	1.812E-4
										6.375E+2	1.823E-4
										6.379E+2	1.800E-4
										6.382E+2	1.734E-4
										6.385E+2	1.687E-4
										6.389E+2	1.823E-4
										6.392E+2	1.652E-4
										6.395E+2	1.601E-4
										6.399E+2	1.700E-4
										6.402E+2	1.652E-4
										6.405E+2	1.622E-4
										6.409E+2	1.685E-4
										6.412E+2	1.561E-4
										6.415E+2	1.599E-4
										6.419E+2	1.449E-4
										6.422E+2	1.423E-4
										6.425E+2	1.465E-4
										6.429E+2	1.520E-4
										6.432E+2	1.495E-4
										6.436E+2	1.459E-4
										6.439E+2	1.360E-4
										6.442E+2	1.273E-4
										6.446E+2	1.311E-4
										6.449E+2	1.368E-4
										6.452E+2	1.336E-4
										6.456E+2	1.218E-4
										6.459E+2	1.298E-4
										6.462E+2	1.281E-4
										6.466E+2	1.176E-4
										6.469E+2	1.275E-4
										6.472E+2	1.267E-4
										6.476E+2	1.298E-4
										6.479E+2	1.169E-4
										6.482E+2	1.188E-4
										6.486E+2	1.250E-4
										6.489E+2	1.148E-4
										6.492E+2	1.161E-4
										6.496E+2	1.224E-4
										6.499E+2	1.047E-4
										6.502E+2	1.040E-4
										6.506E+2	1.000E-4
										6.509E+2	9.981E-5
										6.512E+2	1.009E-4
										6.516E+2	1.009E-4
										6.519E+2	9.875E-5
										6.522E+2	1.034E-4
										6.526E+2	9.791E-5
										6.529E+2	1.030E-4
										6.532E+2	1.036E-4
										6.536E+2	8.966E-5
										6.539E+2	1.023E-4
										6.542E+2	1.045E-4
										6.546E+2	8.754E-5
										6.549E+2	9.008E-5
										6.552E+2	8.522E-5
										6.556E+2	9.410E-5
										6.559E+2	8.733E-5
										6.562E+2	7.972E-5
										6.566E+2	7.909E-5
										6.569E+2	7.761E-5
										6.572E+2	8.395E-5
										6.576E+2	8.078E-5
										6.579E+2	8.564E-5
										6.582E+2	7.845E-5
										6.586E+2	7.380E-5
										6.589E+2	7.549E-5
										6.592E+2	7.676E-5
										6.596E+2	7.295E-5
										6.599E+2	7.232E-5
										6.602E+2	8.036E-5
										6.605E+2	8.099E-5
										6.609E+2	7.676E-5
										6.612E+2	6.386E-5
										6.615E+2	6.280E-5
										6.619E+2	7.020E-5
										6.622E+2	6.598E-5
										6.625E+2	6.640E-5
										6.629E+2	7.147E-5
										6.632E+2	7.190E-5
										6.635E+2	6.598E-5
										6.639E+2	6.999E-5
										6.642E+2	6.513E-5
										6.645E+2	6.259E-5
										6.649E+2	6.767E-5
										6.652E+2	6.788E-5
										6.655E+2	6.344E-5
										6.659E+2	6.006E-5
										6.662E+2	6.006E-5
										6.665E+2	5.836E-5
										6.668E+2	5.688E-5
										6.672E+2	6.006E-5
										6.675E+2	5.477E-5
										6.678E+2	5.561E-5
										6.682E+2	5.752E-5
										6.685E+2	6.132E-5
										6.688E+2	5.456E-5
										6.692E+2	5.540E-5
										6.695E+2	6.132E-5
										6.698E+2	4.546E-5
										6.702E+2	5.413E-5
										6.705E+2	5.054E-5
										6.708E+2	5.963E-5
										6.712E+2	5.244E-5
										6.715E+2	4.462E-5
										6.718E+2	4.694E-5
										6.722E+2	4.293E-5
										6.725E+2	3.764E-5
										6.728E+2	3.976E-5
										6.731E+2	4.504E-5
										6.735E+2	4.990E-5
										6.738E+2	4.272E-5
										6.741E+2	4.969E-5
										6.745E+2	4.293E-5
										6.748E+2	4.250E-5
										6.751E+2	4.779E-5
										6.755E+2	3.764E-5
										6.758E+2	3.912E-5
										6.761E+2	4.272E-5
										6.764E+2	3.806E-5
										6.768E+2	3.743E-5
										6.771E+2	2.643E-5
										6.774E+2	3.531E-5
										6.778E+2	3.849E-5
										6.781E+2	3.743E-5
										6.784E+2	4.102E-5
										6.788E+2	4.398E-5
										6.791E+2	3.976E-5
										6.794E+2	3.299E-5
										6.797E+2	3.827E-5
										6.801E+2	3.130E-5
										6.804E+2	3.151E-5
										6.807E+2	3.320E-5
										6.810E+2	3.151E-5
										6.814E+2	4.124E-5
										6.817E+2	2.939E-5
										6.820E+2	3.553E-5
										6.824E+2	2.601E-5
										6.827E+2	2.960E-5
										6.830E+2	3.278E-5
										6.834E+2	2.897E-5
										6.837E+2	3.679E-5
										6.840E+2	3.003E-5
										6.843E+2	3.637E-5
										6.847E+2	2.242E-5
										6.850E+2	3.362E-5
										6.853E+2	2.918E-5
										6.857E+2	3.383E-5
										6.860E+2	2.622E-5
										6.863E+2	2.855E-5
										6.866E+2	2.072E-5
										6.870E+2	3.024E-5
										6.873E+2	3.087E-5
										6.876E+2	2.368E-5
										6.880E+2	2.220E-5
										6.883E+2	3.003E-5
										6.886E+2	2.770E-5
										6.889E+2	3.574E-5
										6.893E+2	2.094E-5
										6.896E+2	2.368E-5
										6.899E+2	3.172E-5
										6.902E+2	2.305E-5
										6.906E+2	1.882E-5
										6.909E+2	1.797E-5
										6.912E+2	2.686E-5
										6.916E+2	2.601E-5
										6.919E+2	2.115E-5
										6.922E+2	2.347E-5
										6.925E+2	2.263E-5
										6.929E+2	2.411E-5
										6.932E+2	2.664E-5
										6.935E+2	2.326E-5
										6.939E+2	2.960E-5
										6.942E+2	1.819E-5
										6.945E+2	1.967E-5
										6.948E+2	2.178E-5
										6.952E+2	3.595E-5
										6.955E+2	1.269E-5
										6.958E+2	1.649E-5
										6.962E+2	1.417E-5
										6.965E+2	2.516E-5
										6.968E+2	2.707E-5
										6.971E+2	1.671E-5
										6.975E+2	1.057E-5
										6.978E+2	2.199E-5
										6.981E+2	1.671E-5
										6.984E+2	1.163E-5
										6.988E+2	2.453E-5
										6.991E+2	1.438E-5
										6.994E+2	1.924E-5
										6.997E+2	2.136E-5
										7.001E+2	2.749E-5
										7.004E+2	2.770E-5
										7.007E+2	1.015E-5
										7.010E+2	1.713E-5
										7.014E+2	2.115E-5
										7.017E+2	1.015E-5
										7.020E+2	1.078E-5
										7.024E+2	1.142E-5
										7.027E+2	9.092E-6
										7.030E+2	2.157E-5
										7.033E+2	1.586E-5
										7.037E+2	1.755E-5
										7.040E+2	1.607E-5
										7.043E+2	7.612E-6
										7.046E+2	1.121E-5
										7.050E+2	6.766E-6
										7.053E+2	1.522E-5
										7.056E+2	5.498E-6
										7.059E+2	1.565E-5
										7.063E+2	6.343E-6
										7.066E+2	1.945E-5
										7.069E+2	8.881E-6
										7.072E+2	1.628E-5
										7.076E+2	1.015E-5
										7.079E+2	1.649E-5
										7.082E+2	1.121E-5
										7.085E+2	1.290E-5
										7.089E+2	1.945E-5
										7.092E+2	1.226E-5
										7.095E+2	9.304E-6
										7.098E+2	5.921E-6
										7.102E+2	6.132E-6
										7.105E+2	1.755E-5
										7.108E+2	6.344E-6
										7.112E+2	1.205E-5
										7.115E+2	1.438E-5
										7.118E+2	1.015E-5
										7.121E+2	6.344E-6
										7.124E+2	6.132E-6
										7.128E+2	1.311E-5
										7.131E+2	5.075E-6
										7.134E+2	1.036E-5
										7.137E+2	9.728E-6
										7.141E+2	2.115E-6
										7.144E+2	1.015E-5
										7.147E+2	8.035E-6
										7.150E+2	1.100E-5
										7.154E+2	8.669E-6
										7.157E+2	5.709E-6
										7.160E+2	4.652E-6
										7.163E+2	1.501E-5
										7.167E+2	8.247E-6
										7.170E+2	9.728E-6
										7.173E+2	8.669E-6
										7.176E+2	9.516E-6
										7.180E+2	5.921E-6
										7.183E+2	8.460E-7
										7.186E+2	8.460E-7
										7.189E+2	8.458E-6
										7.192E+2	1.248E-5
										7.196E+2	8.669E-6
										7.199E+2	7.401E-6
										7.202E+2	8.247E-6
										7.205E+2	2.749E-6
										7.209E+2	7.824E-6
										7.212E+2	4.018E-6
										7.215E+2	1.015E-5
										7.218E+2	3.383E-6
										7.222E+2	1.142E-5
										7.225E+2	8.460E-7
										7.228E+2	1.057E-5
										7.231E+2	6.555E-6
										7.235E+2	2.326E-6
										7.238E+2	1.121E-5
										7.241E+2	2.749E-6
										7.244E+2	9.516E-6
										7.248E+2	6.978E-6
										7.251E+2	3.806E-6
										7.254E+2	6.978E-6
										7.257E+2	8.458E-6
										7.260E+2	9.304E-6
										7.264E+2	1.100E-5
										7.267E+2	1.142E-5
										7.270E+2	6.555E-6
										7.273E+2	8.035E-6
										7.277E+2	1.163E-5
										7.280E+2	1.269E-5
										7.283E+2	8.035E-6
										7.286E+2	6.132E-6
										7.289E+2	1.057E-6
										7.293E+2	1.121E-5
										7.296E+2	9.092E-6
										7.299E+2	9.516E-6
										7.302E+2	6.132E-6
										7.305E+2	1.163E-5
										7.309E+2	1.607E-5
										7.312E+2	2.110E-7
										7.315E+2	5.075E-6
										7.318E+2	4.229E-6
										7.322E+2	9.939E-6
										7.325E+2	3.383E-6
										7.328E+2	3.172E-6
										7.331E+2	1.057E-6
										7.335E+2	3.806E-6
										7.338E+2	8.460E-7
										7.341E+2	4.652E-6
										7.344E+2	1.480E-6
										7.347E+2	4.863E-6
										7.351E+2	2.114E-6
										7.354E+2	1.480E-5
										7.357E+2	8.881E-6
										7.360E+2	8.035E-6
										7.363E+2	6.340E-7
										7.367E+2	7.612E-6
										7.370E+2	4.229E-6
										7.373E+2	7.189E-6
										7.376E+2	2.326E-6
										7.380E+2	8.247E-6
										7.383E+2	8.458E-6
										7.386E+2	1.903E-6
										7.389E+2	2.114E-6
										7.392E+2	4.440E-6
										7.395E+2	9.516E-6
										7.399E+2	7.824E-6
										7.402E+2	8.247E-6
										7.405E+2	3.595E-6
										7.408E+2	9.304E-6
										7.412E+2	6.340E-7
										7.415E+2	4.230E-7
										7.418E+2	7.824E-6
										7.421E+2	4.018E-6
										7.424E+2	2.960E-6
										7.428E+2	4.018E-6
										7.431E+2	6.555E-6
										7.434E+2	3.595E-6
										7.437E+2	1.057E-6
										7.440E+2	1.057E-6
										7.443E+2	4.229E-6
										7.447E+2	2.749E-6
										7.450E+2	9.728E-6
										7.453E+2	3.383E-6
										7.456E+2	1.480E-6
										7.460E+2	9.304E-6
										7.463E+2	1.269E-6
										7.466E+2	6.344E-6
										7.469E+2	1.057E-6
										7.472E+2	2.537E-6
										7.475E+2	4.652E-6
										7.479E+2	1.480E-6
										7.482E+2	5.921E-6
										7.485E+2	1.480E-6
										7.488E+2	2.749E-6
										7.492E+2	1.480E-6
										7.495E+2	3.172E-6
										7.498E+2	2.110E-7
										7.501E+2	4.229E-6
										7.504E+2	6.978E-6
										7.507E+2	4.229E-6
										7.511E+2	4.863E-6
										7.514E+2	1.100E-5
										7.517E+2	1.269E-6
										7.520E+2	1.692E-6
										7.523E+2	1.480E-6
										7.527E+2	4.229E-6
										7.530E+2	1.121E-5
										7.533E+2	2.114E-6
										7.536E+2	2.110E-7
										7.539E+2	4.440E-6
										7.542E+2	4.863E-6
										7.546E+2	2.749E-6
										7.549E+2	2.749E-6
										7.552E+2	5.498E-6
										7.555E+2	4.229E-6
										7.558E+2	4.229E-6
										7.562E+2	1.692E-6
										7.565E+2	5.075E-6
										7.568E+2	3.806E-6
										7.571E+2	4.018E-6
										7.574E+2	2.326E-6
										7.578E+2	3.172E-6
										7.581E+2	4.230E-7
										7.584E+2	3.806E-6
										7.587E+2	1.903E-6
										7.590E+2	6.344E-6
										7.593E+2	3.806E-6
										7.597E+2	5.286E-6
										7.600E+2	1.269E-6
										7.603E+2	2.537E-6
										7.606E+2	5.921E-6
										7.609E+2	1.057E-6
										7.612E+2	1.692E-6
										7.616E+2	5.286E-6
										7.619E+2	6.343E-6
										7.622E+2	2.326E-6
										7.625E+2	8.460E-7
										7.628E+2	1.269E-6
										7.631E+2	1.480E-6
										7.635E+2	2.115E-6
										7.638E+2	2.749E-6
										7.641E+2	6.344E-6
										7.644E+2	2.110E-7
										7.647E+2	5.286E-6
										7.650E+2	2.110E-7
										7.654E+2	1.480E-6
										7.657E+2	5.498E-6
										7.660E+2	2.326E-6
										7.663E+2	3.806E-6
										7.666E+2	1.269E-6
										7.669E+2	2.110E-7
										7.673E+2	2.110E-7
										7.676E+2	7.824E-6
										7.679E+2	1.480E-6
										7.682E+2	3.172E-6
										7.685E+2	6.340E-7
										7.688E+2	1.692E-6
										7.692E+2	7.824E-6
										7.695E+2	1.269E-6
										7.698E+2	1.374E-5
										7.701E+2	3.595E-6
										7.704E+2	4.018E-6
										7.707E+2	6.978E-6
										7.710E+2	3.806E-6
										7.714E+2	5.286E-6
										7.717E+2	2.960E-6
										7.720E+2	1.057E-6
										7.723E+2	3.806E-6
										7.726E+2	2.326E-6
										7.730E+2	2.114E-6
										7.733E+2	4.230E-7
										7.736E+2	3.595E-6
										7.739E+2	6.978E-6
										7.742E+2	1.480E-6
										7.745E+2	2.960E-6
										7.748E+2	8.669E-6
										7.752E+2	6.978E-6
										7.755E+2	2.115E-6
										7.758E+2	5.709E-6
										7.761E+2	3.595E-6
										7.764E+2	8.458E-6
										7.767E+2	3.595E-6
										7.770E+2	2.537E-6
										7.774E+2	6.340E-7
										7.777E+2	4.230E-7
										7.780E+2	8.881E-6
										7.783E+2	8.881E-6
										7.786E+2	7.612E-6
										7.789E+2	1.903E-6
										7.792E+2	8.460E-7
										7.796E+2	4.863E-6
										7.799E+2	4.230E-7
										7.802E+2	2.749E-6
										7.805E+2	8.460E-7
										7.808E+2	1.269E-6
										7.811E+2	9.516E-6
