Voltage(V)	Current(A)	PD Current(A)	J (mA/cm2)	L (cd/m2)	Cur Eff (cd/A)	Power Eff (lm/W)	EQE(%)	CIE X	CIE Y	Wav (nm)	Intensity (au)
-4.000E-1	1.877E-6	1.273E-9	4.691E-2	2.148E-1	4.579E-1	-3.594E+0	1.374E-1			3.874E+2	5.812E-6
-2.000E-1	6.384E-7	1.268E-9	1.596E-2	2.140E-1	1.341E+0	-2.105E+1	4.022E-1			3.877E+2	3.875E-6
1.277E-15	5.659E-10	1.251E-9	1.415E-5	2.112E-1	1.493E+3	3.671E+18	4.478E+2			3.881E+2	2.682E-6
2.000E-1	6.725E-7	8.282E-10	1.681E-2	1.398E-1	8.314E-1	1.305E+1	2.494E-1			3.885E+2	5.067E-6
4.000E-1	1.176E-6	1.256E-9	2.940E-2	2.120E-1	7.208E-1	5.659E+0	2.162E-1			3.888E+2	5.963E-7
6.000E-1	2.144E-6	1.249E-9	5.359E-2	2.109E-1	3.935E-1	2.059E+0	1.180E-1			3.892E+2	2.981E-7
8.000E-1	3.473E-6	1.247E-9	8.682E-2	2.105E-1	2.424E-1	9.514E-1	7.272E-2			3.895E+2	3.279E-6
1.000E+0	5.327E-6	1.246E-9	1.332E-1	2.103E-1	1.579E-1	4.959E-1	4.738E-2			3.899E+2	1.043E-6
1.200E+0	8.954E-6	1.230E-9	2.239E-1	2.076E-1	9.276E-2	2.427E-1	2.783E-2			3.903E+2	3.129E-6
1.400E+0	1.055E-5	1.242E-9	2.637E-1	2.097E-1	7.953E-2	1.784E-1	2.386E-2			3.906E+2	1.043E-6
1.600E+0	1.392E-5	1.292E-9	3.480E-1	2.181E-1	6.266E-2	1.230E-1	1.880E-2			3.910E+2	2.832E-6
1.800E+0	1.690E-5	1.304E-9	4.226E-1	2.200E-1	5.207E-2	9.083E-2	1.562E-2			3.914E+2	8.944E-7
2.000E+0	2.284E-5	1.301E-9	5.710E-1	2.196E-1	3.846E-2	6.038E-2	1.154E-2			3.917E+2	1.487E-7
2.200E+0	3.834E-5	1.276E-9	9.585E-1	2.154E-1	2.247E-2	3.207E-2	6.741E-3			3.921E+2	2.236E-6
2.400E+0	4.538E-5	1.282E-9	1.134E+0	2.163E-1	1.907E-2	2.495E-2	5.721E-3			3.925E+2	1.937E-6
2.600E+0	5.853E-5	1.287E-9	1.463E+0	2.172E-1	1.485E-2	1.793E-2	4.454E-3			3.928E+2	1.639E-6
2.800E+0	7.818E-5	1.346E-9	1.954E+0	2.271E-1	1.162E-2	1.303E-2	3.486E-3			3.932E+2	4.620E-6
3.000E+0	8.417E-5	2.076E-9	2.104E+0	3.504E-1	1.665E-2	1.743E-2	4.996E-3			3.935E+2	4.024E-6
3.200E+0	1.340E-4	6.603E-9	3.349E+0	1.114E+0	3.327E-2	3.265E-2	9.982E-3			3.939E+2	0.000E+0
3.400E+0	1.571E-4	2.453E-8	3.928E+0	4.141E+0	1.054E-1	9.734E-2	3.162E-2			3.943E+2	6.557E-6
3.600E+0	1.867E-4	7.388E-8	4.667E+0	1.247E+1	2.672E-1	2.330E-1	8.016E-2			3.946E+2	3.577E-6
3.800E+0	1.756E-4	1.894E-7	4.390E+0	3.196E+1	7.282E-1	6.017E-1	2.185E-1			3.950E+2	5.812E-6
4.000E+0	2.164E-4	3.763E-7	5.410E+0	6.351E+1	1.174E+0	9.216E-1	3.522E-1			3.954E+2	2.981E-7
4.200E+0	2.458E-4	7.085E-7	6.144E+0	1.196E+2	1.946E+0	1.455E+0	5.839E-1			3.957E+2	2.981E-7
4.400E+0	2.919E-4	1.179E-6	7.298E+0	1.990E+2	2.727E+0	1.946E+0	8.180E-1			3.961E+2	2.534E-6
4.600E+0	4.053E-4	1.850E-6	1.013E+1	3.123E+2	3.082E+0	2.104E+0	9.245E-1			3.965E+2	4.469E-7
4.800E+0	5.273E-4	2.736E-6	1.318E+1	4.618E+2	3.503E+0	2.292E+0	1.051E+0			3.968E+2	1.937E-6
5.000E+0	6.705E-4	3.877E-6	1.676E+1	6.544E+2	3.904E+0	2.452E+0	1.171E+0			3.972E+2	1.491E-6
5.200E+0	8.664E-4	5.239E-6	2.166E+1	8.842E+2	4.082E+0	2.465E+0	1.225E+0			3.975E+2	8.944E-7
5.400E+0	1.107E-3	6.828E-6	2.767E+1	1.153E+3	4.166E+0	2.422E+0	1.250E+0			3.979E+2	1.937E-6
5.600E+0	1.365E-3	8.677E-6	3.412E+1	1.464E+3	4.292E+0	2.407E+0	1.288E+0			3.983E+2	1.491E-6
5.800E+0	1.629E-3	1.076E-5	4.073E+1	1.816E+3	4.458E+0	2.413E+0	1.337E+0			3.986E+2	1.639E-6
6.000E+0	1.937E-3	1.311E-5	4.843E+1	2.212E+3	4.567E+0	2.390E+0	1.370E+0			3.990E+2	1.043E-6
6.200E+0	2.264E-3	1.567E-5	5.660E+1	2.645E+3	4.673E+0	2.367E+0	1.402E+0			3.994E+2	1.487E-7
6.400E+0	2.622E-3	1.847E-5	6.554E+1	3.118E+3	4.757E+0	2.334E+0	1.427E+0			3.997E+2	4.024E-6
6.600E+0	3.009E-3	2.155E-5	7.522E+1	3.638E+3	4.836E+0	2.301E+0	1.451E+0			4.001E+2	3.427E-6
6.800E+0	3.424E-3	2.473E-5	8.561E+1	4.174E+3	4.876E+0	2.251E+0	1.463E+0			4.005E+2	1.341E-6
7.000E+0	3.877E-3	2.821E-5	9.693E+1	4.761E+3	4.912E+0	2.203E+0	1.474E+0			4.008E+2	5.514E-6
7.200E+0	4.353E-3	3.190E-5	1.088E+2	5.385E+3	4.948E+0	2.158E+0	1.484E+0			4.012E+2	3.577E-6
7.400E+0	4.879E-3	3.574E-5	1.220E+2	6.032E+3	4.945E+0	2.098E+0	1.483E+0			4.015E+2	5.067E-6
7.600E+0	5.413E-3	3.982E-5	1.353E+2	6.721E+3	4.966E+0	2.052E+0	1.490E+0			4.019E+2	2.236E-6
7.800E+0	5.993E-3	4.401E-5	1.498E+2	7.427E+3	4.958E+0	1.996E+0	1.487E+0			4.023E+2	3.279E-6
8.000E+0	6.574E-3	4.840E-5	1.644E+2	8.170E+3	4.971E+0	1.951E+0	1.491E+0			4.026E+2	1.788E-6
8.200E+0	7.221E-3	5.325E-5	1.805E+2	8.988E+3	4.978E+0	1.906E+0	1.494E+0			4.030E+2	1.043E-6
8.400E+0	7.899E-3	5.824E-5	1.975E+2	9.830E+3	4.978E+0	1.861E+0	1.493E+0			4.034E+2	4.322E-6
8.600E+0	8.585E-3	6.343E-5	2.146E+2	1.071E+4	4.988E+0	1.821E+0	1.496E+0			4.037E+2	3.577E-6
8.800E+0	9.323E-3	6.871E-5	2.331E+2	1.160E+4	4.976E+0	1.775E+0	1.493E+0			4.041E+2	5.963E-7
9.000E+0	1.009E-2	7.414E-5	2.522E+2	1.251E+4	4.962E+0	1.731E+0	1.488E+0			4.045E+2	5.963E-7
9.200E+0	1.088E-2	7.972E-5	2.719E+2	1.346E+4	4.949E+0	1.689E+0	1.485E+0			4.048E+2	0.000E+0
9.400E+0	1.169E-2	8.530E-5	2.923E+2	1.440E+4	4.926E+0	1.645E+0	1.478E+0			4.052E+2	4.471E-6
9.600E+0	1.251E-2	9.114E-5	3.127E+2	1.538E+4	4.920E+0	1.609E+0	1.476E+0			4.055E+2	8.793E-6
9.800E+0	1.333E-2	9.680E-5	3.334E+2	1.634E+4	4.901E+0	1.570E+0	1.470E+0			4.059E+2	1.193E-6
1.000E+1	1.428E-2	1.031E-4	3.569E+2	1.739E+4	4.874E+0	1.530E+0	1.462E+0			4.063E+2	1.639E-6
										4.066E+2	2.236E-6
										4.070E+2	2.534E-6
										4.074E+2	7.451E-6
										4.077E+2	1.639E-6
										4.081E+2	7.749E-6
										4.084E+2	3.577E-6
										4.088E+2	1.487E-7
										4.092E+2	7.450E-7
										4.095E+2	5.365E-6
										4.099E+2	2.236E-6
										4.102E+2	3.726E-6
										4.106E+2	4.173E-6
										4.110E+2	4.024E-6
										4.113E+2	4.024E-6
										4.117E+2	4.918E-6
										4.121E+2	4.620E-6
										4.124E+2	2.384E-6
										4.128E+2	2.534E-6
										4.131E+2	1.937E-6
										4.135E+2	5.216E-6
										4.139E+2	0.000E+0
										4.142E+2	8.944E-7
										4.146E+2	4.469E-7
										4.150E+2	3.577E-6
										4.153E+2	2.981E-7
										4.157E+2	5.067E-6
										4.160E+2	1.193E-6
										4.164E+2	1.043E-6
										4.168E+2	6.557E-6
										4.171E+2	1.487E-7
										4.175E+2	1.788E-6
										4.178E+2	1.043E-6
										4.182E+2	3.577E-6
										4.186E+2	2.086E-6
										4.189E+2	1.193E-6
										4.193E+2	0.000E+0
										4.196E+2	1.043E-6
										4.200E+2	3.875E-6
										4.204E+2	3.427E-6
										4.207E+2	5.216E-6
										4.211E+2	1.118E-5
										4.215E+2	5.216E-6
										4.218E+2	5.812E-6
										4.222E+2	1.073E-5
										4.225E+2	2.086E-6
										4.229E+2	6.856E-6
										4.233E+2	1.193E-6
										4.236E+2	1.788E-6
										4.240E+2	1.937E-6
										4.243E+2	1.639E-6
										4.247E+2	5.514E-6
										4.251E+2	4.469E-7
										4.254E+2	1.341E-6
										4.258E+2	6.110E-6
										4.261E+2	1.193E-6
										4.265E+2	4.471E-6
										4.269E+2	3.726E-6
										4.272E+2	4.469E-7
										4.276E+2	3.427E-6
										4.280E+2	4.471E-6
										4.283E+2	1.639E-6
										4.287E+2	1.341E-6
										4.290E+2	5.365E-6
										4.294E+2	3.577E-6
										4.298E+2	7.004E-6
										4.301E+2	5.963E-7
										4.305E+2	3.726E-6
										4.308E+2	4.173E-6
										4.312E+2	1.788E-6
										4.315E+2	4.173E-6
										4.319E+2	7.899E-6
										4.323E+2	4.769E-6
										4.326E+2	8.495E-6
										4.330E+2	6.706E-6
										4.334E+2	1.043E-6
										4.337E+2	4.471E-6
										4.341E+2	3.279E-6
										4.344E+2	6.706E-6
										4.348E+2	2.981E-7
										4.351E+2	1.013E-5
										4.355E+2	5.216E-6
										4.359E+2	7.749E-6
										4.362E+2	3.427E-6
										4.366E+2	5.067E-6
										4.370E+2	6.706E-6
										4.373E+2	2.832E-6
										4.377E+2	7.004E-6
										4.380E+2	7.749E-6
										4.384E+2	1.162E-5
										4.387E+2	1.282E-5
										4.391E+2	9.836E-6
										4.395E+2	5.067E-6
										4.398E+2	1.505E-5
										4.402E+2	4.620E-6
										4.405E+2	1.669E-5
										4.409E+2	1.699E-5
										4.412E+2	1.386E-5
										4.416E+2	5.961E-6
										4.420E+2	5.663E-6
										4.423E+2	1.431E-5
										4.427E+2	1.848E-5
										4.430E+2	1.610E-5
										4.434E+2	1.639E-5
										4.438E+2	1.550E-5
										4.441E+2	2.221E-5
										4.445E+2	1.908E-5
										4.448E+2	1.624E-5
										4.452E+2	2.235E-5
										4.456E+2	2.474E-5
										4.459E+2	2.981E-5
										4.463E+2	2.444E-5
										4.466E+2	2.221E-5
										4.470E+2	2.936E-5
										4.474E+2	2.519E-5
										4.477E+2	3.145E-5
										4.481E+2	2.712E-5
										4.484E+2	3.443E-5
										4.488E+2	3.472E-5
										4.491E+2	3.323E-5
										4.495E+2	3.428E-5
										4.499E+2	4.441E-5
										4.502E+2	4.143E-5
										4.506E+2	4.322E-5
										4.509E+2	4.635E-5
										4.513E+2	4.799E-5
										4.516E+2	5.097E-5
										4.520E+2	5.931E-5
										4.524E+2	5.261E-5
										4.527E+2	5.574E-5
										4.531E+2	5.872E-5
										4.534E+2	6.557E-5
										4.538E+2	6.781E-5
										4.541E+2	6.572E-5
										4.545E+2	7.064E-5
										4.549E+2	7.630E-5
										4.552E+2	8.837E-5
										4.556E+2	8.301E-5
										4.559E+2	8.927E-5
										4.563E+2	9.374E-5
										4.566E+2	9.210E-5
										4.570E+2	1.073E-4
										4.574E+2	1.013E-4
										4.577E+2	1.149E-4
										4.581E+2	1.176E-4
										4.584E+2	1.207E-4
										4.588E+2	1.209E-4
										4.591E+2	1.282E-4
										4.595E+2	1.295E-4
										4.599E+2	1.387E-4
										4.602E+2	1.502E-4
										4.606E+2	1.475E-4
										4.609E+2	1.508E-4
										4.613E+2	1.715E-4
										4.616E+2	1.690E-4
										4.620E+2	1.741E-4
										4.624E+2	1.867E-4
										4.627E+2	1.826E-4
										4.631E+2	1.915E-4
										4.634E+2	1.951E-4
										4.638E+2	2.101E-4
										4.641E+2	2.215E-4
										4.645E+2	2.268E-4
										4.649E+2	2.329E-4
										4.652E+2	2.428E-4
										4.656E+2	2.615E-4
										4.659E+2	2.611E-4
										4.663E+2	2.785E-4
										4.666E+2	2.781E-4
										4.670E+2	2.975E-4
										4.674E+2	3.085E-4
										4.677E+2	3.009E-4
										4.681E+2	3.238E-4
										4.684E+2	3.536E-4
										4.688E+2	3.548E-4
										4.691E+2	3.727E-4
										4.695E+2	3.723E-4
										4.698E+2	3.918E-4
										4.702E+2	4.116E-4
										4.705E+2	4.247E-4
										4.709E+2	4.350E-4
										4.713E+2	4.443E-4
										4.716E+2	4.653E-4
										4.720E+2	4.750E-4
										4.723E+2	5.069E-4
										4.727E+2	5.253E-4
										4.730E+2	5.425E-4
										4.734E+2	5.560E-4
										4.738E+2	5.770E-4
										4.741E+2	5.936E-4
										4.745E+2	6.370E-4
										4.748E+2	6.376E-4
										4.752E+2	6.609E-4
										4.755E+2	6.827E-4
										4.759E+2	7.213E-4
										4.762E+2	7.460E-4
										4.766E+2	7.550E-4
										4.770E+2	7.827E-4
										4.773E+2	8.010E-4
										4.777E+2	8.472E-4
										4.780E+2	8.519E-4
										4.784E+2	8.758E-4
										4.787E+2	9.437E-4
										4.791E+2	9.560E-4
										4.794E+2	9.721E-4
										4.798E+2	1.010E-3
										4.801E+2	1.031E-3
										4.805E+2	1.066E-3
										4.809E+2	1.108E-3
										4.812E+2	1.132E-3
										4.816E+2	1.166E-3
										4.819E+2	1.199E-3
										4.823E+2	1.238E-3
										4.826E+2	1.251E-3
										4.830E+2	1.306E-3
										4.833E+2	1.323E-3
										4.837E+2	1.379E-3
										4.840E+2	1.414E-3
										4.844E+2	1.428E-3
										4.848E+2	1.461E-3
										4.851E+2	1.487E-3
										4.855E+2	1.538E-3
										4.858E+2	1.583E-3
										4.862E+2	1.575E-3
										4.865E+2	1.641E-3
										4.869E+2	1.678E-3
										4.872E+2	1.704E-3
										4.876E+2	1.766E-3
										4.879E+2	1.763E-3
										4.883E+2	1.815E-3
										4.886E+2	1.836E-3
										4.890E+2	1.875E-3
										4.894E+2	1.913E-3
										4.897E+2	1.915E-3
										4.901E+2	1.971E-3
										4.904E+2	2.007E-3
										4.908E+2	2.041E-3
										4.911E+2	2.077E-3
										4.915E+2	2.077E-3
										4.918E+2	2.162E-3
										4.922E+2	2.168E-3
										4.925E+2	2.219E-3
										4.929E+2	2.235E-3
										4.932E+2	2.279E-3
										4.936E+2	2.303E-3
										4.939E+2	2.328E-3
										4.943E+2	2.352E-3
										4.946E+2	2.405E-3
										4.950E+2	2.414E-3
										4.954E+2	2.428E-3
										4.957E+2	2.481E-3
										4.961E+2	2.486E-3
										4.964E+2	2.511E-3
										4.968E+2	2.552E-3
										4.971E+2	2.566E-3
										4.975E+2	2.583E-3
										4.978E+2	2.606E-3
										4.982E+2	2.648E-3
										4.985E+2	2.666E-3
										4.989E+2	2.669E-3
										4.992E+2	2.692E-3
										4.996E+2	2.728E-3
										4.999E+2	2.739E-3
										5.003E+2	2.760E-3
										5.006E+2	2.808E-3
										5.010E+2	2.813E-3
										5.014E+2	2.848E-3
										5.017E+2	2.883E-3
										5.020E+2	2.885E-3
										5.024E+2	2.884E-3
										5.028E+2	2.927E-3
										5.031E+2	2.965E-3
										5.035E+2	2.956E-3
										5.038E+2	3.008E-3
										5.042E+2	3.012E-3
										5.045E+2	3.047E-3
										5.049E+2	3.070E-3
										5.052E+2	3.073E-3
										5.056E+2	3.086E-3
										5.059E+2	3.113E-3
										5.063E+2	3.115E-3
										5.066E+2	3.159E-3
										5.070E+2	3.223E-3
										5.073E+2	3.197E-3
										5.077E+2	3.246E-3
										5.080E+2	3.227E-3
										5.084E+2	3.254E-3
										5.087E+2	3.263E-3
										5.091E+2	3.295E-3
										5.094E+2	3.317E-3
										5.098E+2	3.344E-3
										5.101E+2	3.357E-3
										5.105E+2	3.359E-3
										5.108E+2	3.380E-3
										5.112E+2	3.374E-3
										5.115E+2	3.409E-3
										5.119E+2	3.443E-3
										5.122E+2	3.420E-3
										5.126E+2	3.464E-3
										5.130E+2	3.456E-3
										5.133E+2	3.485E-3
										5.137E+2	3.498E-3
										5.140E+2	3.483E-3
										5.143E+2	3.530E-3
										5.147E+2	3.517E-3
										5.151E+2	3.542E-3
										5.154E+2	3.565E-3
										5.158E+2	3.582E-3
										5.161E+2	3.571E-3
										5.165E+2	3.582E-3
										5.168E+2	3.610E-3
										5.172E+2	3.580E-3
										5.175E+2	3.639E-3
										5.179E+2	3.630E-3
										5.182E+2	3.607E-3
										5.186E+2	3.631E-3
										5.189E+2	3.646E-3
										5.193E+2	3.647E-3
										5.196E+2	3.660E-3
										5.200E+2	3.660E-3
										5.203E+2	3.662E-3
										5.207E+2	3.674E-3
										5.210E+2	3.675E-3
										5.214E+2	3.683E-3
										5.217E+2	3.698E-3
										5.221E+2	3.705E-3
										5.224E+2	3.683E-3
										5.228E+2	3.707E-3
										5.231E+2	3.685E-3
										5.235E+2	3.699E-3
										5.238E+2	3.690E-3
										5.242E+2	3.715E-3
										5.245E+2	3.700E-3
										5.249E+2	3.691E-3
										5.252E+2	3.687E-3
										5.256E+2	3.683E-3
										5.259E+2	3.695E-3
										5.262E+2	3.703E-3
										5.266E+2	3.703E-3
										5.270E+2	3.687E-3
										5.273E+2	3.676E-3
										5.277E+2	3.668E-3
										5.280E+2	3.684E-3
										5.283E+2	3.683E-3
										5.287E+2	3.652E-3
										5.290E+2	3.670E-3
										5.294E+2	3.662E-3
										5.298E+2	3.660E-3
										5.301E+2	3.655E-3
										5.304E+2	3.635E-3
										5.308E+2	3.635E-3
										5.311E+2	3.597E-3
										5.315E+2	3.623E-3
										5.318E+2	3.629E-3
										5.322E+2	3.599E-3
										5.325E+2	3.584E-3
										5.329E+2	3.613E-3
										5.332E+2	3.571E-3
										5.336E+2	3.576E-3
										5.339E+2	3.558E-3
										5.343E+2	3.563E-3
										5.346E+2	3.534E-3
										5.350E+2	3.529E-3
										5.353E+2	3.543E-3
										5.357E+2	3.513E-3
										5.360E+2	3.511E-3
										5.364E+2	3.479E-3
										5.367E+2	3.494E-3
										5.371E+2	3.459E-3
										5.374E+2	3.453E-3
										5.378E+2	3.454E-3
										5.381E+2	3.452E-3
										5.385E+2	3.419E-3
										5.388E+2	3.408E-3
										5.392E+2	3.428E-3
										5.395E+2	3.366E-3
										5.398E+2	3.374E-3
										5.402E+2	3.362E-3
										5.405E+2	3.344E-3
										5.409E+2	3.360E-3
										5.412E+2	3.313E-3
										5.416E+2	3.299E-3
										5.419E+2	3.339E-3
										5.423E+2	3.264E-3
										5.426E+2	3.264E-3
										5.430E+2	3.258E-3
										5.433E+2	3.231E-3
										5.437E+2	3.247E-3
										5.440E+2	3.217E-3
										5.444E+2	3.206E-3
										5.447E+2	3.198E-3
										5.451E+2	3.159E-3
										5.454E+2	3.194E-3
										5.458E+2	3.129E-3
										5.461E+2	3.151E-3
										5.464E+2	3.088E-3
										5.468E+2	3.098E-3
										5.471E+2	3.094E-3
										5.475E+2	3.056E-3
										5.478E+2	3.054E-3
										5.482E+2	3.039E-3
										5.485E+2	3.060E-3
										5.489E+2	3.009E-3
										5.492E+2	2.970E-3
										5.496E+2	2.987E-3
										5.499E+2	2.959E-3
										5.503E+2	2.980E-3
										5.506E+2	2.968E-3
										5.510E+2	2.913E-3
										5.513E+2	2.906E-3
										5.516E+2	2.896E-3
										5.520E+2	2.882E-3
										5.523E+2	2.875E-3
										5.527E+2	2.846E-3
										5.530E+2	2.847E-3
										5.534E+2	2.833E-3
										5.537E+2	2.837E-3
										5.541E+2	2.812E-3
										5.544E+2	2.764E-3
										5.548E+2	2.768E-3
										5.551E+2	2.729E-3
										5.555E+2	2.711E-3
										5.558E+2	2.695E-3
										5.561E+2	2.706E-3
										5.565E+2	2.696E-3
										5.568E+2	2.644E-3
										5.572E+2	2.620E-3
										5.575E+2	2.632E-3
										5.579E+2	2.599E-3
										5.582E+2	2.590E-3
										5.586E+2	2.613E-3
										5.589E+2	2.600E-3
										5.592E+2	2.559E-3
										5.596E+2	2.529E-3
										5.599E+2	2.499E-3
										5.603E+2	2.528E-3
										5.606E+2	2.491E-3
										5.610E+2	2.457E-3
										5.613E+2	2.479E-3
										5.617E+2	2.460E-3
										5.620E+2	2.420E-3
										5.624E+2	2.406E-3
										5.627E+2	2.408E-3
										5.630E+2	2.400E-3
										5.634E+2	2.384E-3
										5.637E+2	2.355E-3
										5.641E+2	2.327E-3
										5.644E+2	2.319E-3
										5.648E+2	2.322E-3
										5.651E+2	2.305E-3
										5.655E+2	2.286E-3
										5.658E+2	2.242E-3
										5.662E+2	2.222E-3
										5.665E+2	2.232E-3
										5.668E+2	2.207E-3
										5.672E+2	2.182E-3
										5.675E+2	2.191E-3
										5.679E+2	2.187E-3
										5.682E+2	2.172E-3
										5.686E+2	2.137E-3
										5.689E+2	2.135E-3
										5.692E+2	2.101E-3
										5.696E+2	2.115E-3
										5.699E+2	2.093E-3
										5.703E+2	2.054E-3
										5.706E+2	2.041E-3
										5.710E+2	2.028E-3
										5.713E+2	2.050E-3
										5.717E+2	2.015E-3
										5.720E+2	1.993E-3
										5.723E+2	1.965E-3
										5.727E+2	1.964E-3
										5.730E+2	1.932E-3
										5.734E+2	1.948E-3
										5.737E+2	1.916E-3
										5.741E+2	1.892E-3
										5.744E+2	1.878E-3
										5.748E+2	1.892E-3
										5.751E+2	1.873E-3
										5.754E+2	1.848E-3
										5.758E+2	1.833E-3
										5.761E+2	1.820E-3
										5.765E+2	1.789E-3
										5.768E+2	1.775E-3
										5.772E+2	1.772E-3
										5.775E+2	1.756E-3
										5.778E+2	1.755E-3
										5.782E+2	1.738E-3
										5.785E+2	1.719E-3
										5.789E+2	1.691E-3
										5.792E+2	1.675E-3
										5.795E+2	1.669E-3
										5.799E+2	1.650E-3
										5.802E+2	1.649E-3
										5.806E+2	1.610E-3
										5.809E+2	1.594E-3
										5.813E+2	1.590E-3
										5.816E+2	1.584E-3
										5.820E+2	1.567E-3
										5.823E+2	1.562E-3
										5.826E+2	1.521E-3
										5.830E+2	1.504E-3
										5.833E+2	1.524E-3
										5.837E+2	1.494E-3
										5.840E+2	1.453E-3
										5.843E+2	1.458E-3
										5.847E+2	1.453E-3
										5.850E+2	1.448E-3
										5.854E+2	1.444E-3
										5.857E+2	1.412E-3
										5.861E+2	1.390E-3
										5.864E+2	1.392E-3
										5.867E+2	1.376E-3
										5.871E+2	1.353E-3
										5.874E+2	1.360E-3
										5.878E+2	1.330E-3
										5.881E+2	1.319E-3
										5.885E+2	1.320E-3
										5.888E+2	1.312E-3
										5.891E+2	1.296E-3
										5.895E+2	1.295E-3
										5.898E+2	1.269E-3
										5.902E+2	1.251E-3
										5.905E+2	1.240E-3
										5.908E+2	1.250E-3
										5.912E+2	1.254E-3
										5.915E+2	1.232E-3
										5.919E+2	1.190E-3
										5.922E+2	1.187E-3
										5.925E+2	1.182E-3
										5.929E+2	1.161E-3
										5.932E+2	1.163E-3
										5.936E+2	1.150E-3
										5.939E+2	1.145E-3
										5.942E+2	1.141E-3
										5.946E+2	1.117E-3
										5.949E+2	1.114E-3
										5.953E+2	1.090E-3
										5.956E+2	1.079E-3
										5.960E+2	1.079E-3
										5.963E+2	1.083E-3
										5.966E+2	1.052E-3
										5.970E+2	1.055E-3
										5.973E+2	1.045E-3
										5.977E+2	1.023E-3
										5.980E+2	1.012E-3
										5.983E+2	1.004E-3
										5.987E+2	1.010E-3
										5.990E+2	9.887E-4
										5.994E+2	9.958E-4
										5.997E+2	9.784E-4
										6.000E+2	9.630E-4
										6.004E+2	9.523E-4
										6.007E+2	9.535E-4
										6.011E+2	9.244E-4
										6.014E+2	9.279E-4
										6.017E+2	9.280E-4
										6.021E+2	9.153E-4
										6.024E+2	9.025E-4
										6.028E+2	8.803E-4
										6.031E+2	8.887E-4
										6.034E+2	8.742E-4
										6.038E+2	8.589E-4
										6.041E+2	8.666E-4
										6.045E+2	8.717E-4
										6.048E+2	8.612E-4
										6.051E+2	8.454E-4
										6.055E+2	8.368E-4
										6.058E+2	8.255E-4
										6.062E+2	8.167E-4
										6.065E+2	7.987E-4
										6.068E+2	7.933E-4
										6.072E+2	7.972E-4
										6.075E+2	7.721E-4
										6.078E+2	7.699E-4
										6.082E+2	7.744E-4
										6.085E+2	7.544E-4
										6.089E+2	7.419E-4
										6.092E+2	7.364E-4
										6.095E+2	7.411E-4
										6.099E+2	7.218E-4
										6.102E+2	7.247E-4
										6.106E+2	7.156E-4
										6.109E+2	7.215E-4
										6.112E+2	7.027E-4
										6.116E+2	6.940E-4
