SpectraSuite数据文件
++++++++++++++++++++++++++++++++++++
数据: Mon Apr 03 17:06:25 CST 2023
用户: Administrator
暗光谱: 是
参考光谱: 否
光谱数量: 1
光谱仪: USB2+U11342
积分时间（微秒）: 100000 (USB2+U11342)
平均次数: 1 (USB2+U11342)
平滑度: 0 (USB2+U11342)
去除暗噪声: 否 (USB2+U11342)
使用脉冲信号/灯: 否 (USB2+U11342)
电子暗噪声校正: 否 (USB2+U11342)
杂散光校正: 否 (USB2+U11342)
光谱像素值: 2048
>>>>>Begin Processed Spectral Data<<<<<
190.79	-13.11
191.17	-13.11
191.55	-13.11
191.94	-4.37
192.32	-21.85
192.70	-63.35
193.08	-26.21
193.47	-17.48
193.85	-4.37
194.23	17.48
194.61	-41.51
194.99	67.72
195.38	-28.40
195.76	-26.21
196.14	-83.01
196.52	-63.35
196.90	52.43
197.29	0.00
197.67	-76.46
198.05	89.56
198.43	8.74
198.81	17.48
199.19	-111.41
199.58	-58.98
199.96	10.92
200.34	26.21
200.72	48.06
201.10	10.92
201.48	2.18
201.86	-50.24
202.25	-19.66
202.63	-21.85
203.01	13.11
203.39	30.58
203.77	52.43
204.15	15.29
204.53	-10.92
204.91	-8.74
205.30	24.03
205.68	-28.40
206.06	24.03
206.44	74.27
206.82	50.24
207.20	69.90
207.58	50.24
207.96	-58.98
208.34	-10.92
208.73	0.00
209.11	-48.06
209.49	19.66
209.87	13.11
210.25	-19.66
210.63	19.66
211.01	48.06
211.39	10.92
211.77	-52.43
212.15	-4.37
212.53	-39.32
212.91	10.92
213.29	58.98
213.67	28.40
214.05	-8.74
214.43	-26.21
214.82	52.43
215.20	91.75
215.58	109.23
215.96	19.66
216.34	-15.29
216.72	15.29
217.10	48.06
217.48	30.58
217.86	67.72
218.24	172.58
218.62	69.90
219.00	13.11
219.38	-41.51
219.76	19.66
220.14	-6.55
220.52	-10.92
220.90	34.95
221.28	-91.75
221.66	37.14
222.04	-74.27
222.42	-8.74
222.80	-48.06
223.18	30.58
223.56	78.64
223.93	50.24
224.31	10.92
224.69	-15.29
225.07	6.55
225.45	50.24
225.83	2.18
226.21	63.35
226.59	69.90
226.97	21.85
227.35	-17.48
227.73	-10.92
228.11	0.00
228.49	-28.40
228.87	10.92
229.25	6.55
229.63	39.32
230.00	21.85
230.38	13.11
230.76	2.18
231.14	2.18
231.52	30.58
231.90	-37.14
232.28	-52.43
232.66	28.40
233.04	152.91
233.42	-72.09
233.79	32.77
234.17	41.51
234.55	37.14
234.93	26.21
235.31	-2.18
235.69	-6.55
236.07	13.11
236.44	-32.77
236.82	54.61
237.20	41.51
237.58	74.27
237.96	54.61
238.34	-39.32
238.72	10.92
239.09	107.04
239.47	-21.85
239.85	37.14
240.23	-67.72
240.61	19.66
240.98	-107.04
241.36	15.29
241.74	69.90
242.12	45.87
242.50	-19.66
242.88	17.48
243.25	91.75
243.63	-15.29
244.01	-63.35
244.39	56.80
244.76	-24.03
245.14	37.14
245.52	104.86
245.90	15.29
246.28	45.87
246.65	21.85
247.03	98.30
247.41	2.18
247.79	26.21
248.16	34.95
248.54	-2.18
248.92	87.38
249.30	-58.98
249.67	115.78
250.05	69.90
250.43	-8.74
250.81	65.53
251.18	0.00
251.56	10.92
251.94	-67.72
252.32	-54.61
252.69	-74.27
253.07	-21.85
253.45	-43.69
253.82	2.18
254.20	54.61
254.58	-8.74
254.95	19.66
255.33	54.61
255.71	13.11
256.09	-21.84
256.46	28.40
256.84	2.18
257.22	52.43
257.59	52.43
257.97	-2.18
258.35	8.74
258.72	-52.43
259.10	24.03
259.48	-10.92
259.85	21.85
260.23	21.85
260.61	19.66
260.98	15.29
261.36	-8.74
261.73	-26.21
262.11	83.01
262.49	87.38
262.86	30.58
263.24	-10.92
263.62	37.14
263.99	-17.48
264.37	-8.74
