Voltage(V)	Current(A)	PD Current(A)	J (mA/cm2)	L (cd/m2)	Cur Eff (cd/A)	Power Eff (lm/W)	EQE(%)	CIE X	CIE Y	Wav (nm)	Intensity (au)
										6.095E+2	4.726E-4
										6.099E+2	4.673E-4
										6.102E+2	4.658E-4
										6.106E+2	4.590E-4
										6.109E+2	4.569E-4
										6.112E+2	4.534E-4
										6.116E+2	4.436E-4
										6.119E+2	4.137E-4
										6.123E+2	4.394E-4
										6.126E+2	4.244E-4
										6.129E+2	4.362E-4
										6.133E+2	4.207E-4
										6.136E+2	4.135E-4
										6.140E+2	4.139E-4
										6.143E+2	4.061E-4
										6.146E+2	4.015E-4
										6.150E+2	3.930E-4
										6.153E+2	4.052E-4
										6.156E+2	3.860E-4
										6.160E+2	3.757E-4
										6.163E+2	3.836E-4
										6.167E+2	3.762E-4
										6.170E+2	3.690E-4
										6.173E+2	3.627E-4
										6.177E+2	3.611E-4
										6.180E+2	3.542E-4
										6.183E+2	3.511E-4
										6.187E+2	3.518E-4
										6.190E+2	3.504E-4
										6.194E+2	3.201E-4
										6.197E+2	3.409E-4
										6.200E+2	3.391E-4
										6.204E+2	3.419E-4
										6.207E+2	3.201E-4
										6.210E+2	3.297E-4
										6.214E+2	3.123E-4
										6.217E+2	3.123E-4
										6.221E+2	2.985E-4
										6.224E+2	3.105E-4
										6.227E+2	2.996E-4
										6.231E+2	2.994E-4
										6.234E+2	2.844E-4
										6.238E+2	2.951E-4
										6.241E+2	3.014E-4
										6.244E+2	2.996E-4
										6.248E+2	2.922E-4
										6.251E+2	2.820E-4
										6.254E+2	2.743E-4
										6.258E+2	2.811E-4
										6.261E+2	2.735E-4
										6.264E+2	2.508E-4
										6.268E+2	2.669E-4
										6.271E+2	2.547E-4
										6.275E+2	2.580E-4
										6.278E+2	2.486E-4
										6.281E+2	2.469E-4
										6.285E+2	2.453E-4
										6.288E+2	2.442E-4
										6.291E+2	2.414E-4
										6.295E+2	2.266E-4
										6.298E+2	2.290E-4
										6.301E+2	2.355E-4
										6.305E+2	2.292E-4
										6.308E+2	2.283E-4
										6.312E+2	2.261E-4
										6.315E+2	2.198E-4
										6.318E+2	2.139E-4
										6.322E+2	2.087E-4
										6.325E+2	2.052E-4
										6.328E+2	2.043E-4
										6.332E+2	2.046E-4
										6.335E+2	1.950E-4
										6.338E+2	2.131E-4
										6.342E+2	1.878E-4
										6.345E+2	1.856E-4
										6.348E+2	1.930E-4
										6.352E+2	1.736E-4
										6.355E+2	1.808E-4
										6.358E+2	1.880E-4
										6.362E+2	1.716E-4
										6.365E+2	1.721E-4
										6.369E+2	1.694E-4
										6.372E+2	1.677E-4
										6.375E+2	1.625E-4
										6.379E+2	1.670E-4
										6.382E+2	1.605E-4
										6.385E+2	1.546E-4
										6.389E+2	1.618E-4
										6.392E+2	1.612E-4
										6.395E+2	1.483E-4
										6.399E+2	1.564E-4
										6.402E+2	1.498E-4
										6.405E+2	1.496E-4
										6.409E+2	1.503E-4
										6.412E+2	1.426E-4
										6.415E+2	1.383E-4
										6.419E+2	1.411E-4
										6.422E+2	1.428E-4
										6.425E+2	1.422E-4
										6.429E+2	1.317E-4
										6.432E+2	1.407E-4
										6.436E+2	1.247E-4
										6.439E+2	1.339E-4
										6.442E+2	1.250E-4
										6.446E+2	1.280E-4
										6.449E+2	1.230E-4
										6.452E+2	1.230E-4
										6.456E+2	1.189E-4
										6.459E+2	1.223E-4
										6.462E+2	1.149E-4
										6.466E+2	1.136E-4
										6.469E+2	1.184E-4
										6.472E+2	1.208E-4
										6.476E+2	1.221E-4
										6.479E+2	1.079E-4
										6.482E+2	1.101E-4
										6.486E+2	1.077E-4
										6.489E+2	1.095E-4
										6.492E+2	1.138E-4
										6.496E+2	1.108E-4
										6.499E+2	1.058E-4
										6.502E+2	1.012E-4
										6.506E+2	1.047E-4
										6.509E+2	1.014E-4
										6.512E+2	9.552E-5
										6.516E+2	9.901E-5
										6.519E+2	9.312E-5
										6.522E+2	1.005E-4
										6.526E+2	9.007E-5
										6.529E+2	8.701E-5
										6.532E+2	9.246E-5
										6.536E+2	9.312E-5
										6.539E+2	9.595E-5
										6.542E+2	9.072E-5
										6.546E+2	7.480E-5
										6.549E+2	9.203E-5
										6.552E+2	8.570E-5
										6.556E+2	8.527E-5
										6.559E+2	8.134E-5
										6.562E+2	8.156E-5
										6.566E+2	7.022E-5
										6.569E+2	6.346E-5
										6.572E+2	8.701E-5
										6.576E+2	7.698E-5
										6.579E+2	7.982E-5
										6.582E+2	7.109E-5
										6.586E+2	6.804E-5
										6.589E+2	7.502E-5
										6.592E+2	7.829E-5
										6.596E+2	7.415E-5
										6.599E+2	7.763E-5
										6.602E+2	7.175E-5
										6.605E+2	7.240E-5
										6.609E+2	6.608E-5
										6.612E+2	6.084E-5
										6.615E+2	6.172E-5
										6.619E+2	6.869E-5
										6.622E+2	6.499E-5
										6.625E+2	6.673E-5
										6.629E+2	6.608E-5
										6.632E+2	6.150E-5
										6.635E+2	6.128E-5
										6.639E+2	6.172E-5
										6.642E+2	5.452E-5
										6.645E+2	6.477E-5
										6.649E+2	6.630E-5
										6.652E+2	6.782E-5
										6.655E+2	6.302E-5
										6.659E+2	5.495E-5
										6.662E+2	5.888E-5
										6.665E+2	6.324E-5
										6.668E+2	5.517E-5
										6.672E+2	6.150E-5
										6.675E+2	5.932E-5
										6.678E+2	5.583E-5
										6.682E+2	5.059E-5
										6.685E+2	5.321E-5
										6.688E+2	5.059E-5
										6.692E+2	5.103E-5
										6.695E+2	5.277E-5
										6.698E+2	3.511E-5
										6.702E+2	5.365E-5
										6.705E+2	4.514E-5
										6.708E+2	5.517E-5
										6.712E+2	3.860E-5
										6.715E+2	4.405E-5
										6.718E+2	5.212E-5
										6.722E+2	4.514E-5
										6.725E+2	4.558E-5
										6.728E+2	4.950E-5
										6.731E+2	4.209E-5
										6.735E+2	4.449E-5
										6.738E+2	4.950E-5
										6.741E+2	4.558E-5
										6.745E+2	3.794E-5
										6.748E+2	3.620E-5
										6.751E+2	3.860E-5
										6.755E+2	3.489E-5
										6.758E+2	3.206E-5
										6.761E+2	4.100E-5
										6.764E+2	3.315E-5
										6.768E+2	3.947E-5
										6.771E+2	2.813E-5
										6.774E+2	4.383E-5
										6.778E+2	3.751E-5
										6.781E+2	3.555E-5
										6.784E+2	4.034E-5
										6.788E+2	3.511E-5
										6.791E+2	3.009E-5
										6.794E+2	3.162E-5
										6.797E+2	3.402E-5
										6.801E+2	3.337E-5
										6.804E+2	3.315E-5
										6.807E+2	3.097E-5
										6.810E+2	3.773E-5
										6.814E+2	3.446E-5
										6.817E+2	3.140E-5
										6.820E+2	3.467E-5
										6.824E+2	3.424E-5
										6.827E+2	3.664E-5
										6.830E+2	3.228E-5
										6.834E+2	3.620E-5
										6.837E+2	2.813E-5
										6.840E+2	2.312E-5
										6.843E+2	3.228E-5
										6.847E+2	3.053E-5
										6.850E+2	2.748E-5
										6.853E+2	2.835E-5
										6.857E+2	2.464E-5
										6.860E+2	2.442E-5
										6.863E+2	3.293E-5
										6.866E+2	1.221E-5
										6.870E+2	3.315E-5
										6.873E+2	3.816E-5
										6.876E+2	2.399E-5
										6.880E+2	2.399E-5
										6.883E+2	2.617E-5
										6.886E+2	2.835E-5
										6.889E+2	2.726E-5
										6.893E+2	1.941E-5
										6.896E+2	2.770E-5
										6.899E+2	2.748E-5
										6.902E+2	2.268E-5
										6.906E+2	8.069E-6
										6.909E+2	2.115E-5
										6.912E+2	1.439E-5
										6.916E+2	2.224E-5
										6.919E+2	2.290E-5
										6.922E+2	2.355E-5
										6.925E+2	2.399E-5
										6.929E+2	2.137E-5
										6.932E+2	1.156E-5
										6.935E+2	2.552E-5
										6.939E+2	2.704E-5
										6.942E+2	2.028E-5
										6.945E+2	1.548E-5
										6.948E+2	1.548E-5
										6.952E+2	3.097E-5
										6.955E+2	1.875E-5
										6.958E+2	2.421E-5
										6.962E+2	1.723E-5
										6.965E+2	2.879E-5
										6.968E+2	2.791E-5
										6.971E+2	2.137E-5
										6.975E+2	1.156E-5
										6.978E+2	2.203E-5
										6.981E+2	2.181E-5
										6.984E+2	9.159E-6
										6.988E+2	1.636E-5
										6.991E+2	2.006E-5
										6.994E+2	1.614E-5
										6.997E+2	2.159E-5
										7.001E+2	1.657E-5
										7.004E+2	3.031E-5
										7.007E+2	1.069E-5
										7.010E+2	1.679E-5
										7.014E+2	2.508E-5
										7.017E+2	1.134E-5
										7.020E+2	1.287E-5
										7.024E+2	1.352E-5
										7.027E+2	1.439E-5
										7.030E+2	1.875E-5
										7.033E+2	1.592E-5
										7.037E+2	1.766E-5
										7.040E+2	1.199E-5
										7.043E+2	1.287E-5
										7.046E+2	5.888E-6
										7.050E+2	4.798E-6
										7.053E+2	2.094E-5
										7.056E+2	1.003E-5
										7.059E+2	1.221E-5
										7.063E+2	9.596E-6
										7.066E+2	1.657E-5
										7.069E+2	7.414E-6
										7.072E+2	1.461E-5
										7.076E+2	2.399E-6
										7.079E+2	1.548E-5
										7.082E+2	1.483E-5
										7.085E+2	9.813E-6
										7.089E+2	1.396E-5
										7.092E+2	8.941E-6
										7.095E+2	7.414E-6
										7.098E+2	5.015E-6
										7.102E+2	1.745E-5
										7.105E+2	1.679E-5
										7.108E+2	7.197E-6
										7.112E+2	8.723E-6
										7.115E+2	4.579E-6
										7.118E+2	1.221E-5
										7.121E+2	5.452E-6
										7.124E+2	9.377E-6
										7.128E+2	5.234E-6
										7.131E+2	6.539E-7
										7.134E+2	1.570E-5
										7.137E+2	1.614E-5
										7.141E+2	4.798E-6
										7.144E+2	8.941E-6
										7.147E+2	4.363E-7
										7.150E+2	8.941E-6
										7.154E+2	2.617E-6
										7.157E+2	5.670E-6
										7.160E+2	9.596E-6
										7.163E+2	7.633E-6
										7.167E+2	1.287E-5
										7.170E+2	9.159E-6
										7.173E+2	2.176E-7
										7.176E+2	5.452E-6
										7.180E+2	2.181E-6
										7.183E+2	5.234E-6
										7.186E+2	1.636E-5
										7.189E+2	9.377E-6
										7.192E+2	1.199E-5
										7.196E+2	1.352E-5
										7.199E+2	1.003E-5
										7.202E+2	1.090E-5
										7.205E+2	1.526E-6
										7.209E+2	1.701E-5
										7.212E+2	1.417E-5
										7.215E+2	7.414E-6
										7.218E+2	8.723E-6
										7.222E+2	1.003E-5
										7.225E+2	2.617E-6
										7.228E+2	1.636E-5
										7.231E+2	1.527E-5
										7.235E+2	2.399E-6
										7.238E+2	1.265E-5
										7.241E+2	1.309E-6
										7.244E+2	3.271E-6
										7.248E+2	4.798E-6
										7.251E+2	3.925E-6
										7.254E+2	7.633E-6
										7.257E+2	1.090E-6
										7.260E+2	5.015E-6
										7.264E+2	1.003E-5
										7.267E+2	6.760E-6
										7.270E+2	5.015E-6
										7.273E+2	1.548E-5
										7.277E+2	5.234E-6
										7.280E+2	8.287E-6
										7.283E+2	1.330E-5
										7.286E+2	3.489E-6
										7.289E+2	9.596E-6
										7.293E+2	7.197E-6
										7.296E+2	1.308E-5
										7.299E+2	1.963E-6
										7.302E+2	7.851E-6
										7.305E+2	1.265E-5
										7.309E+2	1.461E-5
										7.312E+2	3.489E-6
										7.315E+2	1.526E-6
										7.318E+2	2.617E-6
										7.322E+2	4.798E-6
										7.325E+2	1.963E-6
										7.328E+2	4.363E-7
										7.331E+2	1.963E-6
										7.335E+2	6.324E-6
										7.338E+2	1.309E-6
										7.341E+2	2.617E-6
										7.344E+2	5.888E-6
										7.347E+2	3.489E-6
										7.351E+2	5.670E-6
										7.354E+2	2.617E-6
										7.357E+2	6.324E-6
										7.360E+2	5.234E-6
										7.363E+2	1.309E-6
										7.367E+2	3.271E-6
										7.370E+2	8.069E-6
										7.373E+2	7.414E-6
										7.376E+2	1.309E-6
										7.380E+2	2.617E-6
										7.383E+2	6.539E-7
										7.386E+2	2.835E-6
										7.389E+2	1.309E-6
										7.392E+2	8.941E-6
										7.395E+2	1.243E-5
										7.399E+2	4.579E-6
										7.402E+2	1.309E-6
										7.405E+2	4.363E-7
										7.408E+2	3.708E-6
										7.412E+2	1.745E-6
										7.415E+2	1.745E-6
										7.418E+2	1.090E-6
										7.421E+2	2.835E-6
										7.424E+2	6.539E-7
										7.428E+2	7.197E-6
										7.431E+2	6.107E-6
										7.434E+2	4.579E-6
										7.437E+2	4.144E-6
										7.440E+2	6.324E-6
										7.443E+2	6.107E-6
										7.447E+2	8.725E-7
										7.450E+2	3.489E-6
										7.453E+2	4.363E-7
										7.456E+2	2.617E-6
										7.460E+2	6.107E-6
										7.463E+2	1.309E-6
										7.466E+2	1.090E-6
										7.469E+2	4.579E-6
										7.472E+2	5.452E-6
										7.475E+2	1.047E-5
										7.479E+2	2.835E-6
										7.482E+2	5.015E-6
										7.485E+2	1.112E-5
										7.488E+2	3.489E-6
										7.492E+2	0.000E+0
										7.495E+2	8.725E-7
										7.498E+2	1.526E-6
										7.501E+2	8.505E-6
										7.504E+2	8.725E-7
										7.507E+2	2.181E-6
										7.511E+2	1.963E-6
										7.514E+2	6.107E-6
										7.517E+2	2.835E-6
										7.520E+2	6.760E-6
										7.523E+2	8.287E-6
										7.527E+2	5.015E-6
										7.530E+2	2.399E-6
										7.533E+2	1.963E-6
										7.536E+2	5.888E-6
										7.539E+2	6.760E-6
										7.542E+2	1.963E-6
										7.546E+2	1.526E-6
										7.549E+2	8.069E-6
										7.552E+2	1.265E-5
										7.555E+2	2.399E-6
										7.558E+2	8.287E-6
										7.562E+2	8.725E-7
										7.565E+2	3.708E-6
										7.568E+2	3.271E-6
										7.571E+2	7.197E-6
										7.574E+2	4.363E-7
										7.578E+2	2.399E-6
										7.581E+2	2.176E-7
										7.584E+2	3.489E-6
										7.587E+2	2.181E-6
										7.590E+2	7.197E-6
										7.593E+2	8.725E-7
										7.597E+2	3.925E-6
										7.600E+2	4.362E-6
										7.603E+2	5.015E-6
										7.606E+2	6.760E-6
										7.609E+2	2.835E-6
										7.612E+2	2.835E-6
										7.616E+2	5.888E-6
										7.619E+2	8.287E-6
										7.622E+2	1.745E-6
										7.625E+2	2.180E-6
										7.628E+2	4.362E-6
										7.631E+2	2.617E-6
										7.635E+2	0.000E+0
										7.638E+2	1.526E-6
										7.641E+2	5.670E-6
										7.644E+2	3.708E-6
										7.647E+2	4.144E-6
										7.650E+2	8.725E-7
										7.654E+2	3.708E-6
										7.657E+2	6.539E-7
										7.660E+2	2.176E-7
										7.663E+2	8.725E-7
										7.666E+2	4.363E-7
										7.669E+2	1.745E-6
										7.673E+2	9.377E-6
										7.676E+2	2.176E-7
										7.679E+2	7.197E-6
										7.682E+2	6.539E-7
										7.685E+2	1.963E-6
										7.688E+2	8.725E-7
										7.692E+2	4.144E-6
										7.695E+2	4.144E-6
										7.698E+2	6.107E-6
										7.701E+2	3.489E-6
										7.704E+2	2.176E-7
										7.707E+2	4.363E-7
										7.710E+2	2.835E-6
										7.714E+2	4.798E-6
										7.717E+2	1.526E-6
										7.720E+2	1.526E-6
										7.723E+2	1.090E-5
										7.726E+2	1.963E-6
										7.730E+2	8.069E-6
										7.733E+2	3.489E-6
										7.736E+2	5.234E-6
										7.739E+2	6.543E-6
										7.742E+2	1.526E-6
										7.745E+2	6.107E-6
										7.748E+2	3.053E-6
										7.752E+2	4.579E-6
										7.755E+2	9.159E-6
										7.758E+2	1.526E-6
										7.761E+2	6.542E-6
										7.764E+2	7.633E-6
										7.767E+2	4.363E-7
										7.770E+2	6.760E-6
										7.774E+2	1.526E-6
										7.777E+2	6.539E-7
										7.780E+2	1.526E-6
										7.783E+2	4.362E-6
										7.786E+2	4.798E-6
										7.789E+2	5.670E-6
										7.792E+2	1.963E-6
										7.796E+2	4.798E-6
										7.799E+2	4.362E-6
										7.802E+2	1.526E-6
										7.805E+2	5.670E-6
										7.808E+2	4.144E-6
										7.811E+2	9.377E-6
