330.147	0.05232
341.256	0.05328
352.366	0.05364
363.32	0.05521
373.961	0.05881
384.135	0.06443
393.688	0.07188
402.776	0.08035
411.401	0.08922
419.87	0.0987
427.875	0.10859
435.725	0.11888
443.42	0.12938
450.961	0.13988
458.656	0.15038
466.196	0.16108
473.583	0.17178
481.278	0.18228
489.128	0.19237
496.824	0.20266
504.364	0.21336
511.596	0.22427
518.982	0.23497
526.522	0.24567
533.753	0.25678
540.984	0.26788
548.371	0.27859
555.757	0.28929
562.988	0.30039
570.219	0.3113
577.451	0.3222
584.682	0.33311
592.068	0.34381
599.454	0.35471
607.149	0.36521
614.69	0.37571
622.076	0.38661
629.617	0.39731
637.312	0.40761
645.162	0.4179
652.857	0.4284
660.708	0.43849
668.712	0.44858
676.563	0.45867
684.567	0.46876
692.727	0.47865
700.887	0.48834
709.355	0.49782
717.67	0.5073
725.984	0.51678
734.608	0.52586
743.542	0.53452
752.63	0.54299
761.563	0.55166
770.652	0.56012
779.74	0.56839
789.138	0.57624
798.691	0.58369
808.244	0.59114
817.953	0.59819
827.816	0.60483
837.834	0.61147
847.852	0.6175
858.181	0.62292
868.511	0.62794
878.996	0.63234
889.636	0.63635
900.431	0.63994
911.382	0.64293
922.335	0.64491
933.444	0.64627
944.553	0.64724
955.664	0.64739
966.624	0.64572
977.433	0.64223
987.784	0.6363
996.752	0.62776
1003.72	0.61659
1008.84	0.6036
1012.57	0.58981
1015.22	0.57562
1017.1	0.56123
1018.52	0.54664
1019.78	0.53225
1021.35	0.51786
1023.08	0.50348
1024.65	0.48909
1026.53	0.4747
1028.41	0.46031
1029.98	0.44592
1031.71	0.43153
1033.59	0.41714
1035.32	0.40275
1037.2	0.38837
1039.23	0.37418
1041.11	0.35979
1043.3	0.3454
1045.64	0.33121
1047.99	0.31682
1050.18	0.30243
1052.52	0.28824
1055.32	0.27405
1058.28	0.25985
1061.09	0.24566
1063.9	0.23147
1067.01	0.21748
1070.28	0.20349
1073.7	0.1895
1077.43	0.17591
1081.78	0.16232
1086.74	0.14934
1092.17	0.13655
