SpectraSuite数据文件
++++++++++++++++++++++++++++++++++++
数据: Mon Mar 06 15:55:35 CST 2023
用户: Administrator
暗光谱: 是
参考光谱: 是
光谱数量: 1
光谱仪: USB2+U11342
积分时间（微秒）: 3000000 (USB2+U11342)
平均次数: 1 (USB2+U11342)
平滑度: 0 (USB2+U11342)
去除暗噪声: 否 (USB2+U11342)
使用脉冲信号/灯: 否 (USB2+U11342)
电子暗噪声校正: 否 (USB2+U11342)
杂散光校正: 否 (USB2+U11342)
光谱像素值: 2048
>>>>>Begin Processed Spectral Data<<<<<
190.79	200.000
191.17	200.000
191.55	200.000
191.94	73.529
192.32	100.000
192.70	-280.000
193.08	106.667
193.47	-65.385
193.85	333.333
194.23	-257.143
194.61	27.500
194.99	200.000
195.38	100.000
195.76	0.000
196.14	740.000
196.52	22.449
196.90	-169.231
197.29	38.889
197.67	-31.818
198.05	-14.286
198.43	1200.000
198.81	20.370
199.19	62.222
199.58	112.500
199.96	-76.471
200.34	275.000
200.72	-200.000
201.10	0.000
201.48	-333.333
201.86	3.922
202.25	1566.667
202.63	50.980
203.01	74.074
203.39	-1700.000
203.77	-16.000
204.15	-112.500
204.53	100.000
204.91	34.375
205.30	53.846
205.68	21.176
206.06	-250.000
206.44	73.171
206.82	105.882
207.20	1350.000
207.58	16.667
207.96	117.241
208.34	633.333
208.73	39.744
209.11	46.377
209.49	23.214
209.87	23.404
210.25	10.606
210.63	-80.000
211.01	2.817
211.39	53.704
211.77	134.375
212.15	112.500
212.53	-63.158
212.91	53.030
213.29	43.750
213.67	-57.143
214.05	105.263
214.43	180.952
214.82	79.245
215.20	-22.581
215.58	70.588
215.96	18.182
216.34	50.000
216.72	100.000
217.10	-135.714
217.48	59.459
217.86	2.778
218.24	12.766
218.62	4.167
219.00	33.333
219.38	2.941
219.76	161.905
220.14	51.923
220.52	109.524
220.90	-233.333
221.28	238.462
221.66	-33.333
222.04	104.348
222.42	-1100.000
222.80	-0.000
223.18	75.000
223.56	57.143
223.93	48.571
224.31	100.000
224.69	155.102
225.07	119.048
225.45	-3.846
225.83	89.744
226.21	-425.000
226.59	-70.588
226.97	-950.000
227.35	35.000
227.73	158.333
228.11	95.000
228.49	70.149
228.87	14.706
229.25	78.947
229.63	0.000
230.00	59.259
230.38	107.692
230.76	173.684
231.14	100.000
231.52	-66.667
231.90	633.333
232.28	174.194
232.66	16.667
233.04	42.857
233.42	81.081
233.79	34.211
234.17	121.875
234.55	80.208
234.93	84.906
235.31	152.174
235.69	156.410
236.07	18.519
236.44	134.426
236.82	97.183
237.20	2900.000
237.58	36.957
237.96	-39.024
238.34	100.000
238.72	120.000
239.09	91.304
239.47	119.444
239.85	11.364
240.23	25.000
240.61	13.433
240.98	73.846
241.36	66.667
241.74	237.500
242.12	65.789
242.50	-6.250
242.88	13.415
243.25	4.444
243.63	-150.000
244.01	55.263
244.39	9.524
244.76	86.364
245.14	244.000
245.52	-7.692
245.90	155.882
246.28	-20.690
246.65	60.000
247.03	36.735
247.41	12.500
247.79	111.765
248.16	72.000
248.54	-25.806
248.92	68.000
249.30	82.955
249.67	21.739
250.05	150.000
250.43	13.953
250.81	204.348
251.18	68.675
251.56	-9.677
251.94	4.054
252.32	244.444
252.69	216.667
253.07	107.547
253.45	32.727
253.82	47.619
254.20	-26.471
254.58	-600.000
254.95	124.138
255.33	100.000
255.71	91.935
256.09	87.234
256.46	52.500
256.84	-118.182
257.22	51.471
257.59	26.667
257.97	80.000
258.35	50.000
258.72	22.857
259.10	68.627
259.48	271.429
259.85	45.263
260.23	53.448
260.61	88.158
260.98	140.000
261.36	3.226
261.73	40.000
262.11	102.817
262.49	33.333
262.86	107.692
263.24	56.757
263.62	101.587
263.99	55.556
264.37	-23.529
264.74	29.231
265.12	-8.333
