380	1.72163	0.12213
382	1.72558	0.12626
384	1.7304	0.12951
386	1.73588	0.13171
388	1.74179	0.13273
390	1.74784	0.13252
392	1.75377	0.13112
394	1.75934	0.12861
396	1.76434	0.12516
398	1.76863	0.12095
400	1.77215	0.1162
402	1.77486	0.1111
404	1.7768	0.10581
406	1.77802	0.10048
408	1.77859	0.09523
410	1.77859	0.09013
412	1.77811	0.08524
414	1.77723	0.08061
416	1.77602	0.07625
418	1.77454	0.07216
420	1.77285	0.06835
422	1.77101	0.0648
424	1.76904	0.06151
426	1.76699	0.05845
428	1.76487	0.05562
430	1.76272	0.053
432	1.76055	0.05057
434	1.75837	0.04832
436	1.75619	0.04623
438	1.75403	0.04428
440	1.7519	0.04247
442	1.74979	0.04079
444	1.74771	0.03922
446	1.74567	0.03776
448	1.74366	0.03639
450	1.74169	0.03511
452	1.73976	0.03391
454	1.73787	0.03279
456	1.73602	0.03173
458	1.73421	0.03073
460	1.73244	0.0298
462	1.73071	0.02891
464	1.72902	0.02808
466	1.72736	0.02729
468	1.72575	0.02654
470	1.72416	0.02583
472	1.72262	0.02516
474	1.72111	0.02453
476	1.71963	0.02392
478	1.71818	0.02334
480	1.71677	0.02279
482	1.71538	0.02227
484	1.71403	0.02177
486	1.71271	0.02129
488	1.71141	0.02083
490	1.71014	0.02039
492	1.7089	0.01998
494	1.70768	0.01957
496	1.70649	0.01919
498	1.70532	0.01882
500	1.70418	0.01846
502	1.70306	0.01812
504	1.70196	0.01779
506	1.70089	0.01748
508	1.69983	0.01717
510	1.6988	0.01688
512	1.69778	0.01659
514	1.69679	0.01632
516	1.69581	0.01605
518	1.69485	0.0158
520	1.69391	0.01555
522	1.69298	0.01531
524	1.69208	0.01508
526	1.69119	0.01486
528	1.69031	0.01464
530	1.68945	0.01443
532	1.68861	0.01423
534	1.68778	0.01403
536	1.68697	0.01383
538	1.68616	0.01365
540	1.68538	0.01347
542	1.6846	0.01329
544	1.68384	0.01312
546	1.68309	0.01295
548	1.68236	0.01279
550	1.68163	0.01263
552	1.68092	0.01248
554	1.68022	0.01233
556	1.67953	0.01218
558	1.67885	0.01204
560	1.67818	0.0119
562	1.67752	0.01177
564	1.67688	0.01164
566	1.67624	0.01151
568	1.67561	0.01138
570	1.67499	0.01126
572	1.67438	0.01114
574	1.67378	0.01102
576	1.67319	0.01091
578	1.67261	0.0108
580	1.67203	0.01069
582	1.67147	0.01058
584	1.67091	0.01047
586	1.67036	0.01037
588	1.66982	0.01027
590	1.66929	0.01017
592	1.66876	0.01008
594	1.66824	0.00998
596	1.66773	0.00989
598	1.66722	0.0098
600	1.66673	0.00971
602	1.66623	0.00962
604	1.66575	0.00954
606	1.66527	0.00946
608	1.6648	0.00937
610	1.66434	0.00929
612	1.66388	0.00921
614	1.66342	0.00914
616	1.66298	0.00906
618	1.66253	0.00899
620	1.6621	0.00891
622	1.66167	0.00884
624	1.66124	0.00877
626	1.66082	0.0087
628	1.66041	0.00863
630	1.66	0.00856
632	1.6596	0.0085
634	1.6592	0.00843
636	1.65881	0.00837
638	1.65842	0.00831
640	1.65803	0.00825
642	1.65765	0.00818
644	1.65728	0.00812
646	1.65691	0.00807
648	1.65654	0.00801
650	1.65618	0.00795
652	1.65582	0.0079
654	1.65547	0.00784
656	1.65512	0.00779
658	1.65478	0.00773
660	1.65444	0.00768
662	1.6541	0.00763
664	1.65376	0.00758
666	1.65344	0.00753
668	1.65311	0.00748
670	1.65279	0.00743
672	1.65247	0.00738
674	1.65216	0.00733
676	1.65184	0.00728
678	1.65154	0.00724
680	1.65123	0.00719
682	1.65093	0.00715
684	1.65063	0.0071
686	1.65034	0.00706
688	1.65005	0.00702
690	1.64976	0.00697
692	1.64948	0.00693
694	1.64919	0.00689
696	1.64891	0.00685
698	1.64864	0.00681
700	1.64837	0.00677
702	1.6481	0.00673
704	1.64783	0.00669
706	1.64756	0.00665
708	1.6473	0.00662
710	1.64704	0.00658
712	1.64679	0.00654
714	1.64653	0.0065
716	1.64628	0.00647
718	1.64603	0.00643
720	1.64579	0.0064
722	1.64554	0.00636
724	1.6453	0.00633
726	1.64506	0.00629
728	1.64483	0.00626
730	1.64459	0.00623
732	1.64436	0.0062
734	1.64413	0.00616
736	1.64391	0.00613
738	1.64368	0.0061
740	1.64346	0.00607
742	1.64324	0.00604
744	1.64302	0.00601
746	1.6428	0.00598
748	1.64259	0.00595
750	1.64238	0.00592
752	1.64217	0.00589
754	1.64196	0.00586
756	1.64175	0.00583
758	1.64155	0.0058
760	1.64134	0.00577
762	1.64114	0.00575
764	1.64095	0.00572
766	1.64075	0.00569
768	1.64055	0.00567
770	1.64036	0.00564
772	1.64017	0.00561
774	1.63998	0.00559
776	1.63979	0.00556
778	1.63961	0.00554
780	1.63942	0.00551
