380	1.47273	0
382	1.47248	0
384	1.47223	0
386	1.47197	0
388	1.47172	0
390	1.47147	0
392	1.47121	0
394	1.47096	0
396	1.47071	0
398	1.47046	0
400	1.4702	0
402	1.46995	0
404	1.4697	0
406	1.46949	0
408	1.4693	0
410	1.46911	0
412	1.46892	0
414	1.46874	0
416	1.46855	0
418	1.46836	0
420	1.46817	0
422	1.46799	0
424	1.4678	0
426	1.46761	0
428	1.46742	0
430	1.46723	0
432	1.46705	0
434	1.46686	0
436	1.46668	0
438	1.46653	0
440	1.46638	0
442	1.46623	0
444	1.46608	0
446	1.46593	0
448	1.46578	0
450	1.46563	0
452	1.46548	0
454	1.46533	0
456	1.46518	0
458	1.46503	0
460	1.46488	0
462	1.46473	0
464	1.46458	0
466	1.46443	0
468	1.46428	0
470	1.46416	0
472	1.46404	0
474	1.46392	0
476	1.4638	0
478	1.46369	0
480	1.46357	0
482	1.46345	0
484	1.46333	0
486	1.46321	0
488	1.46309	0
490	1.46297	0
492	1.46285	0
494	1.46274	0
496	1.46262	0
498	1.4625	0
500	1.46238	0
502	1.46226	0
504	1.46214	0
506	1.46202	0
508	1.46191	0
510	1.4618	0
512	1.46171	0
514	1.46161	0
516	1.46152	0
518	1.46142	0
520	1.46133	0
522	1.46123	0
524	1.46113	0
526	1.46104	0
528	1.46094	0
530	1.46085	0
532	1.46075	0
534	1.46066	0
536	1.46056	0
538	1.46047	0
540	1.46037	0
542	1.46028	0
544	1.46018	0
546	1.46008	0
548	1.46	0
550	1.45992	0
552	1.45985	0
554	1.45977	0
556	1.45969	0
558	1.45961	0
560	1.45953	0
562	1.45945	0
564	1.45937	0
566	1.45929	0
568	1.45921	0
570	1.45913	0
572	1.45905	0
574	1.45897	0
576	1.45889	0
578	1.45881	0
580	1.45874	0
582	1.45867	0
584	1.4586	0
586	1.45853	0
588	1.45846	0
590	1.45839	0
592	1.45833	0
594	1.45826	0
596	1.4582	0
598	1.45814	0
600	1.45808	0
602	1.45801	0
604	1.45795	0
606	1.45789	0
608	1.45783	0
610	1.45776	0
612	1.4577	0
614	1.45764	0
616	1.45758	0
618	1.45751	0
620	1.45745	0
622	1.45739	0
624	1.45733	0
626	1.45727	0
628	1.4572	0
630	1.45714	0
632	1.45708	0
634	1.45702	0
636	1.45695	0
638	1.45689	0
640	1.45683	0
642	1.45677	0
644	1.4567	0
646	1.45665	0
648	1.4566	0
650	1.45655	0
652	1.45649	0
654	1.45644	0
656	1.45639	0
658	1.45634	0
660	1.45628	0
662	1.45623	0
664	1.45618	0
666	1.45613	0
668	1.45608	0
670	1.45603	0
672	1.45598	0
674	1.45593	0
676	1.45588	0
678	1.45583	0
680	1.45579	0
682	1.45574	0
684	1.45569	0
686	1.45564	0
688	1.45559	0
690	1.45555	0
692	1.4555	0
694	1.45545	0
696	1.4554	0
698	1.45535	0
700	1.45531	0
702	1.45526	0
704	1.45521	0
706	1.45516	0
708	1.45512	0
710	1.45509	0
712	1.45505	0
714	1.45501	0
716	1.45498	0
718	1.45494	0
720	1.4549	0
722	1.45487	0
724	1.45483	0
726	1.45479	0
728	1.45476	0
730	1.45472	0
732	1.45468	0
734	1.45465	0
736	1.45461	0
738	1.45457	0
740	1.45454	0
742	1.4545	0
744	1.45446	0
746	1.45443	0
748	1.45439	0
750	1.45435	0
752	1.45432	0
754	1.45428	0
756	1.45424	0
758	1.45421	0
760	1.45417	0
762	1.45413	0
764	1.4541	0
766	1.45406	0
768	1.45402	0
770	1.45399	0
772	1.45395	0
774	1.45391	0
776	1.45388	0
778	1.45384	0
780	1.4538	0
